"fipstate","year","naics","emp","qp1","ap","est"
"25",2001,"453///",19257,79001,347666,2861
"25",2001,"454///",20018,198146,760071,1308
"25",2001,"481///",0,0,0,108
"25",2001,"483///",1341,18169,84596,53
"25",2001,"484///",17434,153326,654005,1537
"25",2001,"485///",19373,94707,367069,706
"25",2001,"486///",0,0,0,18
"25",2001,"487///",0,0,0,68
"25",2001,"488///",6164,56522,232646,554
"25",2001,"492///",11115,86610,347503,245
"25",2001,"493///",3511,34690,120146,140
"25",2001,"511///",51306,1011695,3730558,1256
"25",2001,"512///",4635,33031,130864,422
"25",2001,"513///",47523,720520,2768257,1470
"25",2001,"514///",27256,510781,1690931,817
"25",2001,"521///",0,0,0,1
"25",2001,"522///",68310,1232097,4049063,3396
"25",2001,"523///",73076,3049952,8797838,1876
"25",2001,"524///",71580,1243414,4261997,3545
"25",2001,"525///",0,0,0,62
"25",2001,"531///",31993,358843,1402826,4655
"25",2001,"532///",0,0,0,1301
"25",2001,"533///",0,0,0,27
"25",2001,"541///",257577,4326455,17195835,21182
"25",2001,"551///",78899,1655209,6278076,1048
"25",2001,"561///",204057,1528963,6191506,9122
"25",2001,"562///",7920,84216,368401,439
"25",2001,"611///",168115,1188782,5011373,2239
"25",2001,"621///",127469,1264406,5586285,10380
"25",2001,"622///",159308,1504314,6141348,151
"25",2001,"623///",96301,570867,2367877,2323
"25",2001,"624///",70963,339621,1411579,3730
"25",2001,"711///",9310,108394,548949,623
"25",2001,"712///",4250,24508,106317,234
"25",2001,"713///",31803,109118,558259,1798
"25",2001,"721///",32362,177061,754294,1152
"25",2001,"722///",203984,642051,2856687,13426
"25",2001,"811///",32957,364937,1547120,5055
"25",2001,"812///",39239,209303,862840,6059
"25",2001,"813///",54373,290529,1212872,5774
"26",2001,"113///",2032,11909,46741,396
"26",2001,"114///",122,780,4492,36
"26",2001,"115///",1418,8329,40893,215
"26",2001,"211///",1080,16564,56278,103
"26",2001,"212///",3594,41885,202852,196
"26",2001,"213///",1550,15755,68490,149
"26",2001,"221///",25610,487181,1693181,442
"26",2001,"233///",48985,442962,1990507,8661
"26",2001,"234///",16923,166755,1077867,1226
"26",2001,"235///",125067,1140752,5192245,16606
"26",2001,"311///",29761,240568,1041144,859
"26",2001,"312///",2942,37620,138024,73
"26",2001,"313///",1328,10788,41611,62
"26",2001,"314///",2928,20591,81456,199
"26",2001,"315///",2304,13959,58660,222
"26",2001,"316///",2441,20579,80068,37
"26",2001,"321///",12878,89253,366172,606
"26",2001,"322///",17476,196229,717917,213
"26",2001,"323///",22742,199188,796430,1268
"26",2001,"324///",1704,20397,97659,68
"26",2001,"325///",29441,409652,1554198,419
"26",2001,"326///",62695,499179,2017812,880
"26",2001,"327///",17607,178550,804051,562
"26",2001,"331///",35664,403150,1609414,418
"26",2001,"332///",97891,913809,3608737,3586
"26",2001,"333///",94113,1173228,4458599,2681
"26",2001,"334///",23991,268939,1023769,428
"26",2001,"335///",14580,128771,499388,254
"26",2001,"336///",232351,3256139,12574253,1022
"26",2001,"337///",34614,415433,1481240,585
"26",2001,"339///",16184,150090,583223,989
"26",2001,"421///",125476,1599690,6325890,9387
"26",2001,"422///",63075,618583,2562294,3839
"26",2001,"441///",63943,544559,2501810,4233
"26",2001,"442///",20654,127511,513956,2015
"26",2001,"443///",15155,91519,368767,1555
"26",2001,"444///",48481,311219,1355833,3645
"26",2001,"445///",93906,337283,1402807,6099
"26",2001,"446///",34960,175250,756695,2804
"26",2001,"447///",31712,105029,434399,4201
"26",2001,"448///",45254,161652,654391,4922
"26",2001,"451///",23930,80278,341524,2383
"26",2001,"452///",120341,452017,1903078,1473
"26",2001,"453///",30957,110116,467428,4455
"26",2001,"454///",14356,102421,393472,1312
"26",2001,"481///",19222,225082,884742,151
"26",2001,"483///",430,4823,27317,36
"26",2001,"484///",39372,356473,1513249,3228
"26",2001,"485///",5179,22385,96125,274
"26",2001,"486///",1223,18011,79516,76
"26",2001,"487///",157,502,3917,47
"26",2001,"488///",11341,89175,352858,869
"26",2001,"492///",17270,133078,527717,339
"26",2001,"493///",2951,20814,88813,194
"26",2001,"511///",24298,276255,1039080,800
"26",2001,"512///",6425,30515,136812,480
"26",2001,"513///",39366,508964,1879242,1860
"26",2001,"514///",24177,356273,1271659,721
"26",2001,"521///",0,0,0,2
"26",2001,"522///",83765,862304,3412714,5640
"26",2001,"523///",12427,299897,980313,1883
"26",2001,"524///",64906,805789,3235412,5333
"26",2001,"525///",0,0,0,48
"26",2001,"531///",42702,283154,1199245,6497
"26",2001,"532///",18467,111408,476495,2117
"26",2001,"533///",508,7985,30689,67
"26",2001,"541///",212598,2408358,10174034,21522
"26",2001,"551///",156936,3208346,11555620,1479
"26",2001,"561///",287476,1785818,7415752,11627
"26",2001,"562///",11389,111757,452850,647
"26",2001,"611///",58138,301117,1232141,1942
"26",2001,"621///",164869,1482759,6990353,16085
"26",2001,"622///",190606,1575166,6498461,209
"26",2001,"623///",89542,437154,1812095,3090
"26",2001,"624///",61168,247134,1015438,4476
"26",2001,"711///",9151,110474,466770,712
"26",2001,"712///",3087,14293,64098,152
"26",2001,"713///",40940,164279,789511,2554
"26",2001,"721///",35688,142635,590064,1841
"26",2001,"722///",294200,714783,3057114,16952
"26",2001,"811///",50409,358635,1481127,8457
"26",2001,"812///",44901,190317,801962,6233
"26",2001,"813///",87509,403269,1658955,10074
"27",2001,"113///",0,0,0,227
"27",2001,"114///",0,0,0,21
"27",2001,"115///",1108,7067,28149,247
"27",2001,"211///",0,0,0,13
"27",2001,"212///",6391,76515,304478,135
"27",2001,"213///",0,0,0,19
"27",2001,"221///",12927,251429,849235,298
"27",2001,"233///",31516,332790,1459306,4532
"27",2001,"234///",12686,122712,897597,966
"27",2001,"235///",73304,700679,3288424,9901
"27",2001,"311///",42981,350509,1449979,710
"27",2001,"312///",1797,15021,68738,43
"27",2001,"313///",494,4096,16200,51
"27",2001,"314///",1712,10056,39089,118
"27",2001,"315///",1633,8549,37575,166
"27",2001,"316///",2029,16611,69122,30
"27",2001,"321///",16157,137286,641897,384
"27",2001,"322///",15387,176227,677568,136
"27",2001,"323///",34031,312070,1200335,920
"27",2001,"324///",1802,28838,128932,28
"27",2001,"325///",8621,105873,417243,241
"27",2001,"326///",18422,157794,632302,393
"27",2001,"327///",11817,124148,526953,328
"27",2001,"331///",7897,79095,317031,143
"27",2001,"332///",47301,465602,1815065,1542
"27",2001,"333///",38959,416523,1598516,872
"27",2001,"334///",61560,785939,2888884,463
"27",2001,"335///",11637,117344,442728,146
"27",2001,"336///",15233,143451,561049,202
"27",2001,"337///",12201,99135,392321,518
"27",2001,"339///",21915,238536,924093,712
"27",2001,"421///",88528,1117589,4541152,6033
"27",2001,"422///",51650,530932,2164037,3126
"27",2001,"441///",34616,264330,1227366,2336
"27",2001,"442///",12166,66877,281004,1225
"27",2001,"443///",12570,110355,555125,880
"27",2001,"444///",29427,186846,812894,2345
"27",2001,"445///",59059,223430,930186,2750
"27",2001,"446///",18669,89765,366349,1365
"27",2001,"447///",26373,88472,365889,2506
"27",2001,"448///",22933,79526,324186,2359
"27",2001,"451///",15353,50770,211879,1341
"27",2001,"452///",50928,210516,870918,625
"27",2001,"453///",17948,61499,263551,2409
"27",2001,"454///",15841,131393,501190,1055
"27",2001,"481///",25571,312660,1226312,73
"27",2001,"483///",0,0,0,14
"27",2001,"484///",22058,180071,768786,2571
"27",2001,"485///",12588,47305,190223,486
"27",2001,"486///",550,9074,32105,56
"27",2001,"487///",0,0,0,24
"27",2001,"488///",5368,44992,173204,492
"27",2001,"492///",10555,76422,305639,267
"27",2001,"493///",1755,12742,53207,99
"27",2001,"511///",25093,358411,1315850,800
"27",2001,"512///",4661,19876,81388,407
"27",2001,"513///",25979,319469,1273699,1276
"27",2001,"514///",10588,134534,481104,384
"27",2001,"521///",0,0,0,2
"27",2001,"522///",53177,683913,2461265,3055
"27",2001,"523///",0,0,0,1544
"27",2001,"524///",61424,839105,3326076,4071
"27",2001,"525///",0,0,0,32
"27",2001,"531///",24365,160304,687577,4484
"27",2001,"532///",0,0,0,965
"27",2001,"533///",0,0,0,36
"27",2001,"541///",123646,1556338,6395833,15077
"27",2001,"551///",100727,1721164,6860318,1042
"27",2001,"561///",140287,839530,3387926,6516
"27",2001,"562///",5539,49198,207262,478
"27",2001,"611///",51210,249449,1031159,1394
"27",2001,"621///",107582,1028262,4695793,6258
"27",2001,"622///",97193,810396,3374980,159
"27",2001,"623///",75896,354396,1477770,2217
"27",2001,"624///",51268,194860,822820,3026
"27",2001,"711///",7144,84647,367779,660
"27",2001,"712///",2288,13876,59544,173
"27",2001,"713///",31332,118381,541492,1530
"27",2001,"721///",31695,122871,524302,1417
"27",2001,"722///",163150,404193,1745841,8530
"27",2001,"811///",28143,193576,815722,4486
"27",2001,"812///",28799,119288,503938,3510
"27",2001,"813///",65305,252911,1047910,6956
"28",2001,"113///",4458,24971,105371,621
"28",2001,"114///",0,0,0,7
"28",2001,"115///",0,0,0,205
"28",2001,"211///",473,7335,27062,88
"28",2001,"212///",971,7501,31524,53
"28",2001,"213///",3074,27851,116769,164
"28",2001,"221///",9214,145430,490910,610
"28",2001,"233///",12773,90450,387194,1403
"28",2001,"234///",12222,93743,384931,509
"28",2001,"235///",23339,134964,583748,2820
"28",2001,"311///",27204,128192,535655,209
"28",2001,"312///",774,4630,19192,32
"28",2001,"313///",1896,15120,60800,28
"28",2001,"314///",3333,17748,67611,52
"28",2001,"315///",9750,39814,150724,116
"28",2001,"316///",121,696,2256,7
"28",2001,"321///",14653,103065,409669,344
"28",2001,"322///",7810,88852,330704,61
"28",2001,"323///",3818,28851,120927,196
"28",2001,"324///",1912,27499,109652,29
"28",2001,"325///",8087,89903,350462,104
"28",2001,"326///",10832,79186,311175,156
"28",2001,"327///",5084,36408,151854,185
"28",2001,"331///",2935,23365,92323,44
"28",2001,"332///",13973,101581,406757,362
"28",2001,"333///",14415,111930,415997,165
"28",2001,"334///",4350,33739,126729,45
"28",2001,"335///",13861,98844,394674,74
"28",2001,"336///",20908,190481,776464,106
"28",2001,"337///",30145,187173,725101,320
"28",2001,"339///",4932,30674,114977,180
"28",2001,"421///",18874,147714,601086,1892
"28",2001,"422///",17835,131488,544028,1162
"28",2001,"441///",17965,125388,538980,1671
"28",2001,"442///",4391,20590,84902,635
"28",2001,"443///",2455,13024,51808,417
"28",2001,"444///",11391,63773,272842,1098
"28",2001,"445///",24619,71607,291136,1625
"28",2001,"446///",7742,37707,163480,928
"28",2001,"447///",13846,43198,181518,1909
"28",2001,"448///",10971,32012,128058,1507
"28",2001,"451///",3261,10261,42496,453
"28",2001,"452///",33241,130350,537203,813
"28",2001,"453///",6649,25999,104275,1225
"28",2001,"454///",3059,17741,70036,368
"28",2001,"481///",0,0,0,42
"28",2001,"483///",622,6268,26217,20
"28",2001,"484///",17175,125040,514615,1615
"28",2001,"485///",1251,4808,22917,83
"28",2001,"486///",559,11401,38246,65
"28",2001,"487///",0,0,0,16
"28",2001,"488///",3151,23371,94069,198
"28",2001,"492///",0,0,0,72
"28",2001,"493///",1122,6923,29296,88
"28",2001,"511///",3316,22000,81405,163
"28",2001,"512///",946,2030,7700,73
"28",2001,"513///",14141,142386,519097,635
"28",2001,"514///",1080,8820,33454,107
"28",2001,"522///",21235,161958,648916,2446
"28",2001,"523///",0,0,0,345
"28",2001,"524///",0,0,0,1437
"28",2001,"525///",0,0,0,9
"28",2001,"531///",0,0,0,1508
"28",2001,"532///",0,0,0,661
"28",2001,"533///",0,0,0,7
"28",2001,"541///",28387,227302,1012486,4180
"28",2001,"551///",7938,83576,323232,290
"28",2001,"561///",46239,182440,732937,2038
"28",2001,"562///",1898,14018,58015,125
"28",2001,"611///",15057,61021,244181,566
"28",2001,"621///",30350,276710,1317995,3401
"28",2001,"622///",61350,436714,1809356,116
"28",2001,"623///",19638,80957,330085,401
"28",2001,"624///",15068,47178,190641,1253
"28",2001,"711///",0,0,0,78
"28",2001,"712///",0,0,0,36
"28",2001,"713///",20415,97635,414375,485
"28",2001,"721///",31739,150245,625760,661
"28",2001,"722///",66489,144627,607325,3466
"28",2001,"811///",10067,55543,226268,2090
"28",2001,"812///",7800,30956,128040,1271
"28",2001,"813///",23661,74204,306403,3367
"29",2001,"113///",0,0,0,112
"29",2001,"114///",0,0,0,10
"29",2001,"115///",0,0,0,203
"29",2001,"211///",72,775,2682,22
"29",2001,"212///",4348,39157,166995,246
"29",2001,"213///",356,3039,10992,40
"29",2001,"221///",17701,389732,1190911,411
"29",2001,"233///",36065,319512,1393205,4605
"29",2001,"234///",16161,143839,729251,907
"29",2001,"235///",85157,731225,3255770,9679
"29",2001,"311///",39644,281401,1109431,546
"29",2001,"312///",4216,43662,175645,55
"29",2001,"313///",803,7847,27760,35
"29",2001,"314///",2205,11646,48994,135
"29",2001,"315///",6680,33316,126205,191
"29",2001,"316///",2420,12125,44560,58
"29",2001,"321///",9410,49292,207824,559
"29",2001,"322///",12530,113385,440851,132
"29",2001,"323///",21037,179791,703793,892
"29",2001,"324///",1678,16957,74823,57
"29",2001,"325///",19812,213261,879001,351
"29",2001,"326///",21663,169087,683884,338
"29",2001,"327///",10625,87417,370536,411
"29",2001,"331///",12887,116041,433295,147
"29",2001,"332///",34614,284116,1130301,1139
"29",2001,"333///",35588,324346,1289465,546
"29",2001,"334///",12257,107061,428692,156
"29",2001,"335///",16964,131683,512615,124
"29",2001,"336///",45975,482772,1933409,331
"29",2001,"337///",12114,86301,341766,424
"29",2001,"339///",12281,86816,355323,589
"29",2001,"421///",72201,747817,2949407,5651
"29",2001,"422///",69143,539648,2138129,3190
"29",2001,"441///",40234,319651,1406737,3130
"29",2001,"442///",10566,54003,233731,1314
"29",2001,"443///",7574,40781,164080,992
"29",2001,"444///",29942,178945,770185,2489
"29",2001,"445///",52912,193747,821995,2482
"29",2001,"446///",18873,101957,406313,1558
"29",2001,"447///",27252,91896,381220,3030
"29",2001,"448///",22271,74051,303056,2646
"29",2001,"451///",11248,38625,163239,1251
"29",2001,"452///",67441,289267,1189145,996
"29",2001,"453///",18154,68283,293822,2795
"29",2001,"454///",10992,78300,319431,1129
"29",2001,"481///",13387,155805,601275,82
"29",2001,"483///",576,8255,34968,25
"29",2001,"484///",42518,323267,1344735,3316
"29",2001,"485///",9229,34315,130721,329
"29",2001,"486///",0,0,0,48
"29",2001,"487///",0,0,0,31
"29",2001,"488///",7094,47220,189443,573
"29",2001,"492///",9399,71138,285717,297
"29",2001,"493///",3202,22218,91644,166
"29",2001,"511///",24681,313434,1016022,615
"29",2001,"512///",3847,16644,67206,290
"29",2001,"513///",44677,570496,2101765,1287
"29",2001,"514///",11221,141837,582076,357
"29",2001,"521///",0,0,0,3
"29",2001,"522///",63952,615290,2398345,3752
"29",2001,"523///",20383,506839,1433277,1450
"29",2001,"524///",47271,582532,2109951,4244
"29",2001,"525///",0,0,0,30
"29",2001,"531///",24008,157492,678759,4501
"29",2001,"532///",13400,83055,363309,1377
"29",2001,"533///",627,6033,32798,47
"29",2001,"541///",121844,1390726,5768099,12273
"29",2001,"551///",65258,1209837,4611509,1013
"29",2001,"561///",146477,782377,3200088,6449
"29",2001,"562///",4945,39603,167170,368
"29",2001,"611///",59231,381941,1569092,1292
"29",2001,"621///",94102,848773,3804819,8468
"29",2001,"622///",124724,995866,4023456,167
"29",2001,"623///",65795,276711,1133504,1512
"29",2001,"624///",46702,151343,635697,3083
"29",2001,"711///",6852,115232,520344,492
"29",2001,"712///",1890,10665,44912,110
"29",2001,"713///",24232,92847,455289,1369
"29",2001,"721///",30596,119652,520857,1297
"29",2001,"722///",180017,440626,1880120,9630
"29",2001,"811///",26273,162651,680576,5160
"29",2001,"812///",26934,110352,470435,3974
"29",2001,"813///",64385,271678,1127123,6929
"30",2001,"113///",0,0,0,274
"30",2001,"114///",0,0,0,14
"30",2001,"115///",0,0,0,102
"30",2001,"211///",320,5306,21364,69
"30",2001,"212///",2754,37470,157246,61
"30",2001,"213///",1412,18723,57160,138
"30",2001,"221///",2825,39589,162504,220
"30",2001,"233///",5942,36912,169435,1390
"30",2001,"234///",3435,28662,185522,323
"30",2001,"235///",9230,57794,280149,2245
"30",2001,"311///",2522,15948,65790,166
"30",2001,"312///",0,0,0,20
"30",2001,"313///",52,162,1008,9
"30",2001,"314///",0,0,0,30
"30",2001,"315///",0,0,0,24
"30",2001,"316///",147,556,2026,17
"30",2001,"321///",4847,36971,155143,155
"30",2001,"322///",0,0,0,5
"30",2001,"323///",938,5470,23246,103
"30",2001,"324///",825,12229,52591,7
"30",2001,"325///",468,3817,15831,41
"30",2001,"326///",437,2956,9644,32
"30",2001,"327///",1126,8848,41583,78
"30",2001,"331///",1158,11697,44626,32
"30",2001,"332///",1535,11138,45416,139
"30",2001,"333///",0,0,0,44
"30",2001,"334///",727,5985,22021,24
"30",2001,"335///",0,0,0,13
"30",2001,"336///",0,0,0,35
"30",2001,"337///",1016,5578,22224,98
"30",2001,"339///",1654,9540,39302,154
"30",2001,"421///",7323,57361,233155,865
"30",2001,"422///",7443,53859,219420,658
"30",2001,"441///",7735,48648,219295,736
"30",2001,"442///",1693,8685,34688,270
"30",2001,"443///",1421,7663,31144,219
"30",2001,"444///",5475,30315,128019,604
"30",2001,"445///",9933,36694,152799,534
"30",2001,"446///",2316,10512,43872,299
"30",2001,"447///",5377,15936,66922,592
"30",2001,"448///",2725,8266,33662,495
"30",2001,"451///",3112,9490,41013,395
"30",2001,"452///",8393,33245,145237,153
"30",2001,"453///",3444,10653,46208,686
"30",2001,"454///",1293,6319,26165,196
"30",2001,"481///",1032,6573,26681,63
"30",2001,"483///",0,0,0,1
"30",2001,"484///",5378,38448,168670,701
"30",2001,"485///",1378,3778,15037,114
"30",2001,"486///",250,3453,12910,14
"30",2001,"487///",0,0,0,14
"30",2001,"488///",907,6368,22831,118
"30",2001,"492///",659,3272,12976,77
"30",2001,"493///",0,0,0,15
"30",2001,"511///",2493,17335,67508,153
"30",2001,"512///",0,0,0,83
"30",2001,"513///",4036,35235,151369,335
"30",2001,"514///",0,0,0,76
"30",2001,"521///",0,0,0,1
"30",2001,"522///",7462,55927,227834,611
"30",2001,"523///",0,0,0,278
"30",2001,"524///",4919,39107,156327,793
"30",2001,"525///",0,0,0,2
"30",2001,"531///",3049,12639,57490,1059
"30",2001,"532///",0,0,0,274
"30",2001,"533///",0,0,0,12
"30",2001,"541///",16191,111917,500952,2707
"30",2001,"551///",2359,27565,97893,108
"30",2001,"561///",11717,44506,194841,1208
"30",2001,"562///",623,3779,16533,81
"30",2001,"611///",4927,19656,81849,263
"30",2001,"621///",13863,105079,495045,1667
"30",2001,"622///",0,0,0,64
"30",2001,"623///",9190,36226,151867,300
"30",2001,"624///",0,0,0,856
"30",2001,"711///",0,0,0,120
"30",2001,"712///",276,863,4015,61
"30",2001,"713///",0,0,0,685
"30",2001,"721///",9018,26958,115954,667
"30",2001,"722///",30581,64400,282518,2481
"30",2001,"811///",4908,25324,105893,1089
"30",2001,"812///",2572,9359,40099,562
"30",2001,"813///",7040,24772,104367,1357
"31",2001,"113///",0,0,0,14
"31",2001,"114///",0,0,0,4
"31",2001,"115///",0,0,0,189
"31",2001,"211///",84,579,2616,20
"31",2001,"212///",741,5254,25988,74
"31",2001,"213///",309,2825,10483,35
"31",2001,"221///",0,0,0,141
"31",2001,"233///",8882,66960,307022,1559
"31",2001,"234///",6264,53953,278257,390
"31",2001,"235///",24858,179320,809476,3612
"31",2001,"311///",36120,238871,1038457,307
"31",2001,"312///",536,4359,19727,14
"31",2001,"313///",0,0,0,8
"31",2001,"314///",400,2061,8942,37
"31",2001,"315///",687,3027,12505,36
"31",2001,"316///",180,1356,5342,5
"31",2001,"321///",2408,14387,64623,75
"31",2001,"322///",1916,16145,61372,20
"31",2001,"323///",5257,38955,160645,241
"31",2001,"324///",0,0,0,4
"31",2001,"325///",3052,32610,131121,65
"31",2001,"326///",6737,57073,221235,79
"31",2001,"327///",2996,23458,107482,140
"31",2001,"331///",1271,15639,57374,27
"31",2001,"332///",8931,68143,268400,272
"31",2001,"333///",10453,99604,362869,198
"31",2001,"334///",6385,53120,193144,61
"31",2001,"335///",5452,44855,165491,25
"31",2001,"336///",7838,63220,240911,66
"31",2001,"337///",2990,21479,87034,105
"31",2001,"339///",4742,38075,150985,149
"31",2001,"421///",20082,181615,742877,1658
"31",2001,"422///",18680,140659,576633,1323
"31",2001,"441///",12135,86210,383800,1104
"31",2001,"442///",3812,21950,87717,330
"31",2001,"443///",2418,12685,51782,315
"31",2001,"444///",10672,61475,271004,1099
"31",2001,"445///",21463,70042,290864,993
"31",2001,"446///",6129,26604,111452,533
"31",2001,"447///",8881,28599,119416,1035
"31",2001,"448///",7278,24168,94491,864
"31",2001,"451///",4071,12832,54396,426
"31",2001,"452///",19349,65955,275762,353
"31",2001,"453///",5782,17750,73488,881
"31",2001,"454///",7478,45087,165288,323
"31",2001,"481///",1227,9610,31308,44
"31",2001,"483///",0,0,0,2
"31",2001,"484///",18244,138064,594365,1733
"31",2001,"485///",0,0,0,70
"31",2001,"486///",353,11086,35546,30
"31",2001,"487///",0,0,0,8
"31",2001,"488///",2227,22411,86127,149
"31",2001,"492///",4548,35942,146806,87
"31",2001,"493///",773,4605,18214,49
"31",2001,"511///",6905,56283,231262,245
"31",2001,"512///",1235,3613,15003,89
"31",2001,"513///",10798,121166,481877,440
"31",2001,"514///",9558,134267,532402,151
"31",2001,"521///",0,0,0,1
"31",2001,"522///",20489,170085,673840,1343
"31",2001,"523///",0,0,0,518
"31",2001,"524///",27615,287313,1060509,1772
"31",2001,"525///",0,0,0,11
"31",2001,"531///",6088,35629,151526,1325
"31",2001,"532///",2995,15853,65684,344
"31",2001,"533///",271,2170,7653,9
"31",2001,"541///",35738,358673,1471557,3719
"31",2001,"551///",12208,195787,754973,301
"31",2001,"561///",49287,272718,1112550,2236
"31",2001,"562///",1974,12952,54110,191
"31",2001,"611///",14566,79645,328289,463
"31",2001,"621///",23888,227729,1054663,2520
"31",2001,"622///",42001,326231,1315363,98
"31",2001,"623///",23885,108149,453490,453
"31",2001,"624///",13064,47546,199280,1083
"31",2001,"711///",1788,5562,24288,147
"31",2001,"712///",967,3986,17685,54
"31",2001,"713///",6573,18631,88979,556
"31",2001,"721///",7423,21023,90648,462
"31",2001,"722///",53672,115496,500024,3456
"31",2001,"811///",9388,55884,236381,1938
"31",2001,"812///",7133,29236,124508,1315
"31",2001,"813///",18783,63009,260923,2425
"32",2001,"113///",0,0,0,8
"32",2001,"114///",0,0,0,8
"32",2001,"115///",0,0,0,37
"32",2001,"211///",44,470,2459,13
"32",2001,"212///",8670,124115,466803,128
"32",2001,"213///",1057,12958,51317,65
"32",2001,"221///",5552,101827,357088,115
"32",2001,"233///",17219,177209,744657,1422
"32",2001,"234///",7554,76056,379907,272
"32",2001,"235///",55525,424954,1860133,3016
"32",2001,"311///",3203,24843,99142,110
"32",2001,"312///",580,4338,18608,21
"32",2001,"313///",0,0,0,6
"32",2001,"314///",0,0,0,34
"32",2001,"315///",0,0,0,42
"32",2001,"316///",0,0,0,5
"32",2001,"321///",1209,7669,34899,56
"32",2001,"322///",731,7892,31884,22
"32",2001,"323///",3258,25699,96977,207
"32",2001,"324///",0,0,0,8
"32",2001,"325///",1442,14311,60729,72
"32",2001,"326///",3522,27365,105964,96
"32",2001,"327///",3531,32661,141990,116
"32",2001,"331///",1385,16047,63676,34
"32",2001,"332///",5781,50089,195093,273
"32",2001,"333///",1870,15032,58097,88
"32",2001,"334///",3881,41073,164132,93
"32",2001,"335///",514,5327,20485,32
"32",2001,"336///",0,0,0,48
"32",2001,"337///",2156,16707,67650,116
"32",2001,"339///",4666,45908,223240,243
"32",2001,"421///",19572,202425,822851,1654
"32",2001,"422///",12597,127661,488525,858
"32",2001,"441///",14291,129361,584576,724
"32",2001,"442///",4167,25538,107422,442
"32",2001,"443///",3550,19355,78407,351
"32",2001,"444///",8170,53675,228332,464
"32",2001,"445///",20538,103866,424794,802
"32",2001,"446///",6325,34878,144494,515
"32",2001,"447///",7062,28552,121703,651
"32",2001,"448///",11136,50773,204396,1138
"32",2001,"451///",4173,16346,68884,410
"32",2001,"452///",17571,82167,340651,170
"32",2001,"453///",8238,35808,143622,1040
"32",2001,"454///",6761,52568,212233,358
"32",2001,"481///",6708,47878,188650,91
"32",2001,"483///",0,0,0,5
"32",2001,"484///",5816,47365,192344,481
"32",2001,"485///",11308,52921,212362,88
"32",2001,"486///",0,0,0,10
"32",2001,"487///",0,0,0,22
"32",2001,"488///",2210,14489,59581,179
"32",2001,"492///",1451,9455,38709,105
"32",2001,"493///",1527,12430,51340,49
"32",2001,"511///",3447,42276,215832,191
"32",2001,"512///",1545,6352,27359,134
"32",2001,"513///",13261,136931,511219,418
"32",2001,"514///",1715,20069,84859,202
"32",2001,"522///",19457,172513,701763,1432
"32",2001,"523///",3680,62548,226586,1105
"32",2001,"524///",9609,93202,391227,1115
"32",2001,"525///",112,995,3581,33
"32",2001,"531///",12928,88313,379470,2226
"32",2001,"532///",8599,56750,237963,598
"32",2001,"533///",134,1265,5496,42
"32",2001,"541///",42395,443522,1948112,5858
"32",2001,"551///",8991,133728,498209,707
"32",2001,"561///",65306,397053,1624628,3241
"32",2001,"562///",2632,22030,93433,75
"32",2001,"611///",4269,23613,103279,400
"32",2001,"621///",29957,302331,1400019,3300
"32",2001,"622///",23562,218227,887009,43
"32",2001,"623///",8777,48646,196006,300
"32",2001,"624///",9397,36698,152406,620
"32",2001,"711///",3153,24591,127380,380
"32",2001,"712///",199,944,3841,25
"32",2001,"713///",29396,160394,627303,631
"32",2001,"721///",203340,1362555,5317627,622
"32",2001,"722///",64096,206162,843495,3360
"32",2001,"811///",9751,60032,250439,1498
"32",2001,"812///",10617,48820,197226,1062
"32",2001,"813///",9409,46954,195449,1036
"33",2001,"113///",712,5387,21564,152
"33",2001,"114///",0,0,0,11
"33",2001,"115///",0,0,0,35
"33",2001,"211///",0,0,0,2
"33",2001,"212///",0,0,0,32
"33",2001,"213///",0,0,0,8
"33",2001,"221///",3383,55017,200734,101
"33",2001,"233///",7265,68366,316114,1229
"33",2001,"234///",4001,37450,183263,257
"33",2001,"235///",15306,137652,641660,2658
"33",2001,"311///",2053,16273,63325,74
"33",2001,"312///",822,8625,36257,15
"33",2001,"313///",1712,15605,69805,30
"33",2001,"314///",1010,8722,36548,46
"33",2001,"315///",0,0,0,56
"33",2001,"316///",1008,8003,32694,21
"33",2001,"321///",3285,23705,98805,158
"33",2001,"322///",2792,26216,104241,38
"33",2001,"323///",4215,36546,145893,209
"33",2001,"324///",0,0,0,9
"33",2001,"325///",1492,15944,64773,57
"33",2001,"326///",6668,57400,227636,116
"33",2001,"327///",2249,20537,92059,80
"33",2001,"331///",3266,28750,116552,36
"33",2001,"332///",13539,125762,481497,441
"33",2001,"333///",9727,118216,467704,202
"33",2001,"334///",23648,316392,1130874,267
"33",2001,"335///",7322,72438,274767,65
"33",2001,"336///",2275,21195,84485,29
"33",2001,"337///",1753,11916,49414,108
"33",2001,"339///",6435,52545,214369,192
"33",2001,"421///",15451,199270,780607,1468
"33",2001,"422///",8776,94170,380080,601
"33",2001,"441///",11842,95903,455550,786
"33",2001,"442///",3091,18232,81355,385
"33",2001,"443///",3323,23975,94653,323
"33",2001,"444///",7173,49772,227439,613
"33",2001,"445///",20076,71050,297526,783
"33",2001,"446///",4294,19265,87811,351
"33",2001,"447///",4818,18942,81168,584
"33",2001,"448///",7774,27697,111858,826
"33",2001,"451///",4616,17041,71822,493
"33",2001,"452///",14911,59648,255019,259
"33",2001,"453///",5157,17960,81511,808
"33",2001,"454///",6135,49514,208621,359
"33",2001,"481///",0,0,0,29
