"fipstate","year","naics","emp","qp1","ap","est"
"40",1999,"325///",3842,36811,149673,117
"40",1999,"326///",14227,131910,523471,166
"40",1999,"327///",8038,70259,276895,250
"40",1999,"331///",4738,35930,150065,80
"40",1999,"332///",26804,198915,836284,974
"40",1999,"333///",24068,207058,850231,425
"40",1999,"334///",11739,134208,471026,126
"40",1999,"335///",4314,29118,116672,70
"40",1999,"336///",21095,184851,780325,220
"40",1999,"337///",3244,17704,81205,161
"40",1999,"339///",4692,27131,112555,298
"40",1999,"421///",35711,296739,1285575,3361
"40",1999,"422///",24733,170675,716122,1688
"40",1999,"441///",23297,148503,653309,1788
"40",1999,"442///",5546,26074,113932,658
"40",1999,"443///",4112,21225,90914,565
"40",1999,"444///",12820,61516,273866,1265
"40",1999,"445///",29516,85261,350268,1707
"40",1999,"446///",10117,39780,169211,1107
"40",1999,"447///",15484,44075,195813,2164
"40",1999,"448///",12273,36876,149210,1542
"40",1999,"451///",5872,17099,73211,646
"40",1999,"452///",35916,131938,514939,659
"40",1999,"453///",9339,29536,129566,1662
"40",1999,"454///",3303,17152,72507,533
"40",1999,"481///",2324,14337,53905,53
"40",1999,"483///",0,0,0,2
"40",1999,"484///",18781,121067,544400,1507
"40",1999,"485///",0,0,0,57
"40",1999,"486///",3490,46251,184140,144
"40",1999,"487///",0,0,0,6
"40",1999,"488///",3911,23537,105009,306
"40",1999,"492///",4029,27432,115906,130
"40",1999,"493///",0,0,0,55
"40",1999,"511///",7521,54673,232802,335
"40",1999,"512///",1986,4913,19967,164
"40",1999,"513///",19358,186109,791835,727
"40",1999,"514///",2923,23754,91737,179
"40",1999,"521///",0,0,0,1
"40",1999,"522///",32263,235864,954709,2396
"40",1999,"523///",4221,58779,231452,734
"40",1999,"524///",19592,163368,673157,2499
"40",1999,"525///",0,0,0,22
"40",1999,"531///",10213,49636,220125,2430
"40",1999,"532///",7863,37201,163114,899
"40",1999,"533///",302,2358,11164,54
"40",1999,"541///",49496,382489,1750030,7801
"40",1999,"551///",25995,385166,1409595,461
"40",1999,"561///",82853,334119,1486143,3499
"40",1999,"562///",2416,13583,60125,210
"40",1999,"611///",16435,68262,284145,634
"40",1999,"621///",49179,377244,1746213,5571
"40",1999,"622///",59769,409185,1721371,159
"40",1999,"623///",33929,108137,452384,831
"40",1999,"624///",23522,66965,283631,1827
"40",1999,"711///",2182,7533,38034,212
"40",1999,"712///",767,3074,13402,67
"40",1999,"713///",10315,29048,137410,675
"40",1999,"721///",11571,35706,159453,657
"40",1999,"722///",94878,202887,878017,5620
"40",1999,"811///",14035,73775,324573,2785
"40",1999,"812///",13285,46224,201250,1840
"40",1999,"813///",33420,105237,441283,4373
"41",1999,"113///",7833,58834,261715,1072
"41",1999,"114///",183,801,4575,130
"41",1999,"115///",4915,19388,99327,405
"41",1999,"211///",0,0,0,4
"41",1999,"212///",0,0,0,122
"41",1999,"213///",0,0,0,19
"41",1999,"221///",7881,131007,483801,239
"41",1999,"233///",20827,155053,713800,4536
"41",1999,"234///",8787,73509,395506,735
"41",1999,"235///",48131,360407,1662217,7175
"41",1999,"311///",19712,128668,576182,448
"41",1999,"312///",2695,17673,76949,92
"41",1999,"313///",282,1828,6970,25
"41",1999,"314///",1017,4740,21743,85
"41",1999,"315///",1503,6102,28459,98
"41",1999,"316///",541,3191,14255,34
"41",1999,"321///",35988,264511,1169014,569
"41",1999,"322///",8548,105153,429952,62
"41",1999,"323///",9092,70009,290547,611
"41",1999,"324///",739,7155,34605,25
"41",1999,"325///",4484,42908,180628,166
"41",1999,"326///",7446,50803,222129,238
"41",1999,"327///",4552,34731,159740,256
"41",1999,"331///",9689,102672,382703,93
"41",1999,"332///",17851,137461,606613,913
"41",1999,"333///",12927,120811,505851,427
"41",1999,"334///",39198,426913,1946739,300
"41",1999,"335///",1849,14806,69281,68
"41",1999,"336///",18454,152699,642985,255
"41",1999,"337///",6144,39462,170168,365
"41",1999,"339///",7619,55487,238815,564
"41",1999,"421///",44199,448076,1841656,3969
"41",1999,"422///",35650,298187,1266591,1901
"41",1999,"441///",27804,213068,915498,1775
"41",1999,"442///",6939,38247,159138,948
"41",1999,"443///",5705,39027,172402,682
"41",1999,"444///",16861,102686,452688,1389
"41",1999,"445///",33166,133961,571833,1965
"41",1999,"446///",8057,37199,160479,844
"41",1999,"447///",12398,37321,163253,1088
"41",1999,"448///",14501,53597,224928,1488
"41",1999,"451///",8959,30473,134785,1062
"41",1999,"452///",34685,138686,623541,383
"41",1999,"453///",12454,43102,188720,2011
"41",1999,"454///",4831,28675,126848,565
"41",1999,"481///",6730,61070,257425,83
"41",1999,"483///",637,7300,29813,20
"41",1999,"484///",18593,133541,594889,1670
"41",1999,"485///",3654,12695,51408,177
"41",1999,"486///",0,0,0,8
"41",1999,"487///",0,0,0,40
"41",1999,"488///",5904,57804,225812,460
"41",1999,"492///",7253,47069,198248,168
"41",1999,"493///",1062,7512,28873,87
"41",1999,"511///",13638,157238,660771,557
"41",1999,"512///",2944,12868,60781,252
"41",1999,"513///",14487,147673,667200,710
"41",1999,"514///",2877,29870,128621,228
"41",1999,"521///",0,0,0,1
"41",1999,"522///",31364,288589,1088035,2270
"41",1999,"523///",4920,109393,423436,692
"41",1999,"524///",30161,274084,1103877,2452
"41",1999,"525///",0,0,0,15
"41",1999,"531///",18093,92123,397198,3798
"41",1999,"532///",8162,47736,207423,906
"41",1999,"533///",218,2141,8833,15
"41",1999,"541///",64913,564519,2577484,9410
"41",1999,"551///",38157,713099,2488830,530
"41",1999,"561///",81766,355619,1601399,4325
"41",1999,"562///",3876,30295,126603,324
"41",1999,"611///",29979,140950,583603,939
"41",1999,"621///",51389,418830,1967102,5775
"41",1999,"622///",46773,363101,1562120,69
"41",1999,"623///",30946,122930,528330,1471
"41",1999,"624///",21538,79728,338016,1831
"41",1999,"711///",3232,39811,125199,296
"41",1999,"712///",1277,5921,26330,98
"41",1999,"713///",17266,58684,264179,905
"41",1999,"721///",19491,64773,292699,1168
"41",1999,"722///",104804,262712,1154410,7088
"41",1999,"811///",16554,99192,433006,3150
"41",1999,"812///",11864,46656,200167,1853
"41",1999,"813///",28771,106999,442971,3752
"42",1999,"113///",0,0,0,380
"42",1999,"114///",0,0,0,12
"42",1999,"115///",0,0,0,250
"42",1999,"211///",1284,11188,45221,140
"42",1999,"212///",13083,133278,586286,552
"42",1999,"213///",2735,20544,89516,221
"42",1999,"221///",37052,621577,2398247,626
"42",1999,"233///",62132,495659,2292540,8892
"42",1999,"234///",33604,280186,1587281,1345
"42",1999,"235///",144678,1069753,5196046,18088
"42",1999,"311///",75059,546476,2336356,1382
"42",1999,"312///",7659,57961,263276,138
"42",1999,"313///",13054,80436,349560,219
"42",1999,"314///",8744,51603,221519,261
"42",1999,"315///",34743,164307,677174,729
"42",1999,"316///",4367,23999,103692,70
"42",1999,"321///",25376,151309,685998,1014
"42",1999,"322///",31782,295526,1272428,323
"42",1999,"323///",51747,412093,1733058,1732
"42",1999,"324///",6870,86303,361426,164
"42",1999,"325///",34448,456621,1902378,622
"42",1999,"326///",49539,375799,1576143,765
"42",1999,"327///",33753,280427,1217424,814
"42",1999,"331///",61304,629350,2614893,471
"42",1999,"332///",102607,824035,3563552,3169
"42",1999,"333///",69671,666357,2730595,1561
"42",1999,"334///",54224,550421,2612400,780
"42",1999,"335///",28690,239273,1000621,379
"42",1999,"336///",54107,596531,2472675,405
"42",1999,"337///",25793,181900,771597,850
"42",1999,"339///",36288,275435,1195869,1190
"42",1999,"421///",141255,1386656,5901972,11287
"42",1999,"422///",95985,886267,3723574,5622
"42",1999,"441///",81194,525739,2476673,5529
"42",1999,"442///",20585,103908,472770,2537
"42",1999,"443///",13878,76882,318767,1855
"42",1999,"444///",50087,270238,1221296,4151
"42",1999,"445///",151315,484564,2048843,7103
"42",1999,"446///",48152,208237,901559,4214
"42",1999,"447///",38368,114407,491914,4674
"42",1999,"448///",54832,175689,783477,6604
"42",1999,"451///",24678,72884,318527,2928
"42",1999,"452///",102152,345686,1444674,1768
"42",1999,"453///",35051,103176,480180,5485
"42",1999,"454///",32968,217794,937961,2130
"42",1999,"481///",20636,245662,1138240,146
"42",1999,"483///",878,8692,36982,49
"42",1999,"484///",59883,422026,1935230,3898
"42",1999,"485///",26921,83701,362023,1045
"42",1999,"486///",0,0,0,110
"42",1999,"487///",0,0,0,41
"42",1999,"488///",10062,72009,313311,798
"42",1999,"492///",26664,173011,763616,342
"42",1999,"493///",7867,48289,212800,234
"42",1999,"511///",46308,605928,2149380,1055
"42",1999,"512///",6876,27167,125138,572
"42",1999,"513///",57284,671890,2618984,1956
"42",1999,"514///",17714,140077,594392,1043
"42",1999,"521///",0,0,0,2
"42",1999,"522///",106635,1036968,3791005,7533
"42",1999,"523///",32449,755719,2637185,2110
"42",1999,"524///",136286,1439671,5843509,7442
"42",1999,"525///",0,0,0,57
"42",1999,"531///",39300,266371,1181925,6199
"42",1999,"532///",23193,125562,568810,2318
"42",1999,"533///",761,7510,32735,60
"42",1999,"541///",284105,3090612,13915444,26221
"42",1999,"551///",137552,2255591,8581157,1955
"42",1999,"561///",276717,1268073,5667866,12765
"42",1999,"562///",12989,99938,431117,752
"42",1999,"611///",192572,1094855,4578601,2667
"42",1999,"621///",210161,1690436,7832192,21912
"42",1999,"622///",273680,2066617,8828759,336
"42",1999,"623///",156230,701497,3050718,3485
"42",1999,"624///",93436,343835,1495598,5650
"42",1999,"711///",12431,140501,630820,840
"42",1999,"712///",4654,21633,99505,255
"42",1999,"713///",45915,127900,671763,2913
"42",1999,"721///",48669,166509,763487,1860
"42",1999,"722///",315416,712674,3151099,22179
"42",1999,"811///",50882,301192,1322194,10030
"42",1999,"812///",58698,214483,954303,9972
"42",1999,"813///",134381,491847,2082104,15352
"44",1999,"113///",0,0,0,4
"44",1999,"114///",68,498,2848,30
"44",1999,"115///",0,0,0,15
"44",1999,"212///",0,0,0,23
"44",1999,"213///",0,0,0,5
"44",1999,"221///",2176,26453,107218,34
"44",1999,"233///",4680,38476,179501,926
"44",1999,"234///",1445,11741,76293,121
"44",1999,"235///",11316,86307,441158,2042
"44",1999,"311///",2772,15038,73795,141
"44",1999,"312///",0,0,0,16
"44",1999,"313///",5310,36324,152323,92
"44",1999,"314///",1094,5617,26348,49
"44",1999,"315///",0,0,0,25
"44",1999,"316///",0,0,0,14
"44",1999,"321///",561,3048,15263,48
"44",1999,"322///",1789,13329,63117,43
"44",1999,"323///",2914,21713,95440,205
"44",1999,"324///",0,0,0,2
"44",1999,"325///",2907,28798,129555,70
"44",1999,"326///",5485,44254,199548,105
"44",1999,"327///",1053,8896,41833,53
"44",1999,"331///",3320,25481,108528,80
"44",1999,"332///",10435,76850,344207,430
"44",1999,"333///",3278,29978,127132,171
"44",1999,"334///",6738,64250,266602,84
"44",1999,"335///",4260,39203,173105,35
"44",1999,"336///",0,0,0,52
"44",1999,"337///",2068,13915,61211,61
"44",1999,"339///",15214,99501,431330,600
"44",1999,"421///",12525,113766,460973,1013
"44",1999,"422///",6806,55506,241126,521
"44",1999,"441///",5110,34976,167009,411
"44",1999,"442///",1535,6960,34613,204
"44",1999,"443///",1055,5256,22298,169
"44",1999,"444///",2709,17214,78477,298
"44",1999,"445///",11647,41649,176210,717
"44",1999,"446///",5314,28060,121543,308
"44",1999,"447///",2742,9345,40847,441
"44",1999,"448///",3975,12960,60542,555
"44",1999,"451///",1689,5177,24169,256
"44",1999,"452///",6624,22983,102543,115
"44",1999,"453///",2671,8282,39098,491
"44",1999,"454///",2720,14732,63934,217
"44",1999,"481///",0,0,0,13
"44",1999,"483///",0,0,0,12
"44",1999,"484///",0,0,0,285
"44",1999,"485///",2138,7568,33012,93
"44",1999,"486///",0,0,0,3
"44",1999,"487///",0,0,0,18
"44",1999,"488///",1043,7035,30725,106
"44",1999,"492///",587,4006,16581,38
"44",1999,"493///",0,0,0,17
"44",1999,"511///",0,0,0,109
"44",1999,"512///",0,0,0,55
"44",1999,"513///",3703,39634,174111,126
"44",1999,"514///",2640,36321,137705,81
"44",1999,"522///",0,0,0,512
"44",1999,"523///",0,0,0,208
"44",1999,"524///",9768,108645,417084,551
"44",1999,"525///",0,0,0,2
"44",1999,"531///",3484,21699,98163,725
"44",1999,"532///",1772,8795,40541,220
"44",1999,"533///",36,584,2149,5
"44",1999,"541///",16762,150000,695406,2636
"44",1999,"551///",10292,225596,607494,126
"44",1999,"561///",28206,128010,586470,1518
"44",1999,"562///",1249,10213,46462,86
"44",1999,"611///",19369,103612,461075,300
"44",1999,"621///",18381,149157,671179,1816
"44",1999,"622///",20409,179168,752110,18
"44",1999,"623///",16200,69731,310223,354
"44",1999,"624///",9643,35525,154612,518
"44",1999,"711///",1270,5985,27530,100
"44",1999,"712///",465,1957,8368,45
"44",1999,"713///",3260,13055,68479,303
"44",1999,"721///",3705,12136,62661,198
"44",1999,"722///",31537,73986,361605,2441
"44",1999,"811///",4114,24330,107515,941
"44",1999,"812///",4965,18661,86575,997
"44",1999,"813///",8501,33052,143119,1009
"45",1999,"113///",3862,23416,99319,499
"45",1999,"114///",0,0,0,21
"45",1999,"115///",0,0,0,156
"45",1999,"211///",0,0,0,3
"45",1999,"212///",0,0,0,69
"45",1999,"213///",0,0,0,4
"45",1999,"221///",11498,155444,590744,289
"45",1999,"233///",40647,269860,1192828,3580
"45",1999,"234///",14958,99362,486036,707
"45",1999,"235///",59592,326062,1480434,6979
"45",1999,"311///",16285,89537,387373,203
"45",1999,"312///",705,4839,22800,13
"45",1999,"313///",57876,385554,1561038,319
"45",1999,"314///",12546,71958,298944,158
"45",1999,"315///",12685,57510,217374,195
"45",1999,"316///",0,0,0,5
"45",1999,"321///",10911,69224,294602,289
"45",1999,"322///",13518,141847,613156,101
"45",1999,"323///",6884,46169,197120,427
"45",1999,"324///",0,0,0,26
"45",1999,"325///",37121,453317,1791922,261
"45",1999,"326///",23667,202556,844949,255
"45",1999,"327///",10004,84683,359763,219
"45",1999,"331///",7261,73542,308041,81
"45",1999,"332///",30537,229622,988749,742
"45",1999,"333///",26208,221717,903830,366
"45",1999,"334///",14766,120075,486340,93
"45",1999,"335///",15137,119890,527183,93
"45",1999,"336///",27605,239873,1034436,195
"45",1999,"337///",5774,33003,145747,207
"45",1999,"339///",6808,43173,188875,272
"45",1999,"421///",37184,326434,1371092,3366
"45",1999,"422///",24145,182975,790600,1733
"45",1999,"441///",26516,177851,788971,2206
"45",1999,"442///",8401,39272,173840,1195
"45",1999,"443///",4586,22541,101129,648
"45",1999,"444///",17963,100016,440941,1501
"45",1999,"445///",49473,141456,591532,2100
"45",1999,"446///",11164,48182,219512,1247
"45",1999,"447///",18088,57699,249460,2513
"45",1999,"448///",21301,62829,282478,2721
"45",1999,"451///",6060,18292,81007,886
"45",1999,"452///",37114,130314,524916,803
"45",1999,"453///",12171,46633,205348,2125
"45",1999,"454///",4924,25956,110726,566
"45",1999,"481///",1010,8165,35877,52
"45",1999,"483///",0,0,0,24
"45",1999,"484///",17922,124738,558828,1380
"45",1999,"485///",1696,5872,25293,122
"45",1999,"486///",0,0,0,15
"45",1999,"487///",0,0,0,45
"45",1999,"488///",8203,57757,259696,422
"45",1999,"492///",5835,35706,149556,114
"45",1999,"493///",3063,16013,68996,151
"45",1999,"511///",0,0,0,267
"45",1999,"512///",0,0,0,137
"45",1999,"513///",16426,140867,595552,653
"45",1999,"514///",0,0,0,128
"45",1999,"521///",0,0,0,1
"45",1999,"522///",31055,249462,971821,3243
"45",1999,"523///",2949,51106,202560,510
"45",1999,"524///",25254,210154,852293,2047
"45",1999,"525///",0,0,0,22
"45",1999,"531///",13398,82080,373727,2732
"45",1999,"532///",0,0,0,1003
"45",1999,"533///",0,0,0,10
"45",1999,"541///",58207,504386,2308272,7746
"45",1999,"551///",26004,374577,1415328,488
"45",1999,"561///",129579,526161,2324076,4463
"45",1999,"562///",3859,30503,132443,202
"45",1999,"611///",21263,86309,370139,760
"45",1999,"621///",45831,405020,1974628,5039
"45",1999,"622///",73846,533614,2253555,94
"45",1999,"623///",28982,108604,472673,757
"45",1999,"624///",19868,57280,246297,1758
"45",1999,"711///",2533,9489,43075,244
"45",1999,"712///",998,3385,15728,63
"45",1999,"713///",20023,66565,314005,1288
"45",1999,"721///",24729,80763,374547,1132
"45",1999,"722///",124281,277932,1243265,6855
"45",1999,"811///",18252,97295,422037,3512
"45",1999,"812///",15712,56356,247076,2319
"45",1999,"813///",36282,113402,483561,4854
"46",1999,"113///",0,0,0,21
"46",1999,"114///",0,0,0,9
"46",1999,"115///",0,0,0,69
"46",1999,"211///",0,0,0,4
"46",1999,"212///",0,0,0,41
"46",1999,"213///",0,0,0,12
"46",1999,"221///",0,0,0,132
"46",1999,"233///",4707,28751,129277,824
"46",1999,"234///",1987,13229,86885,242
"46",1999,"235///",8407,48616,236688,1583
"46",1999,"311///",7430,45098,194176,98
"46",1999,"312///",0,0,0,11
"46",1999,"313///",0,0,0,4
"46",1999,"314///",0,0,0,18
"46",1999,"315///",380,1814,8390,20
"46",1999,"316///",0,0,0,7
"46",1999,"321///",1564,9620,42786,49
"46",1999,"322///",750,5691,24505,10
"46",1999,"323///",1783,10268,42936,95
"46",1999,"325///",701,5405,22480,26
"46",1999,"326///",1656,10489,44948,39
"46",1999,"327///",1276,8832,41991,70
"46",1999,"331///",0,0,0,4
"46",1999,"332///",4161,27974,113133,127
"46",1999,"333///",5215,37127,156400,87
"46",1999,"334///",12731,111525,476069,32
"46",1999,"335///",0,0,0,10
"46",1999,"336///",2279,15090,65327,36
"46",1999,"337///",1490,8450,36860,52
"46",1999,"339///",4145,25872,114070,102
"46",1999,"421///",8838,65247,282277,745
"46",1999,"422///",7927,44139,193072,680
"46",1999,"441///",6024,39278,172044,494
"46",1999,"442///",1337,6626,27508,170
"46",1999,"443///",1078,5164,21950,159
"46",1999,"444///",4625,23112,102257,557
"46",1999,"445///",10036,29423,128109,511
"46",1999,"446///",2201,8178,36209,240
"46",1999,"447///",4858,13155,56910,569
"46",1999,"448///",2949,8178,36330,407
"46",1999,"451///",1719,5310,22321,231
"46",1999,"452///",7187,22643,94410,127
"46",1999,"453///",2618,8162,38612,510
"46",1999,"454///",2458,18559,88681,208
"46",1999,"481///",311,1786,7961,28
"46",1999,"483///",0,0,0,1
"46",1999,"484///",5081,29962,135199,782
"46",1999,"485///",0,0,0,74
"46",1999,"486///",0,0,0,15
"46",1999,"487///",0,0,0,7
"46",1999,"488///",0,0,0,54
"46",1999,"492///",413,2529,10717,55
"46",1999,"493///",0,0,0,15
"46",1999,"511///",0,0,0,134
"46",1999,"512///",0,0,0,50
"46",1999,"513///",4291,34004,144608,246
"46",1999,"514///",0,0,0,25
"46",1999,"522///",15440,101673,411927,683
"46",1999,"523///",0,0,0,176
"46",1999,"524///",0,0,0,839
"46",1999,"525///",0,0,0,1
"46",1999,"531///",0,0,0,560
"46",1999,"532///",0,0,0,176
"46",1999,"533///",0,0,0,9
"46",1999,"541///",7606,48114,214413,1507
"46",1999,"551///",1985,19957,87373,98
"46",1999,"561///",7959,29637,133054,730
"46",1999,"562///",718,2900,10665,102
"46",1999,"611///",6805,28293,115180,154
"46",1999,"621///",10804,92554,433882,1077
"46",1999,"622///",0,0,0,64
"46",1999,"623///",11963,40978,175836,260
"46",1999,"624///",0,0,0,576
"46",1999,"711///",194,983,5457,62
"46",1999,"712///",241,858,5009,47
"46",1999,"713///",5013,15053,69082,434
"46",1999,"721///",6907,15430,79653,527
